LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 6947, 0, 101.56902259968332, 77.08333333333334, 43.652561247216056,
1, 7333, 0, 49.11359607254875, 36.16365131578947, 21.1083108662525,
2, 3859, 0, 93.32728686188132, 63.8818359375, 40.10579064587974,
3, 111167, 0, 101.55531767520937, 75.21158854166666, 43.652561247216326,
4, 853081, 741914, 13.233913309521604, 72.91666666666666, 43.652561247216326,
