LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 13895, 0, 50.7808564231738, 100.0, 43.65256124721601,
1, 7333, 0, 49.11359607254875, 96.71052631578947, 42.216621732505,
2, 7333, 0, 49.11359607254875, 96.71052631578947, 42.216621732505,
3, 402170, 179835, 28.07171096799861, 100.0, 43.652561247216504,
4, 856627, 634292, 13.179131640725776, 100.0, 43.652561247216504,
