LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 43.411103100216295, 21.262581110310023, 32.55832732516222, 50.0, 50.0, 49.998228520814884,
1, 21.70617753936667, 13.023706523620003, 39.88510122858626, 50.0, 50.0, 49.999132321041216,
2, 39.88510122858626, 13.023706523620003, 21.70617753936667, 50.0, 50.0, 49.99601434834595,
3, 9.586066171885573, 6.260288112251803, 9.586066171885573, 50.0, 49.9953646190644, 9.655936280536697,
4, 8.95875572837106, 5.8506159858749776, 8.95875572837106, 49.995354432360536, 49.9953646190644, 9.019751378801535,
