LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 45110, 26583, 20.855686100642874, 100.0, 43.652561247216006,
1, 23809, 11148, 40.33768742912344, 94.23076923076923, 71.24100586009939,
2, 37741, 25080, 25.447126467237222, 94.23076923076923, 71.24100586009939,
3, 54611191, 54215928, 0.3675144165964079, 100.0, 43.65256124721658,
4, 54611191, 54215928, 0.3675144165964079, 100.0, 43.65256124721658,
