LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg FILTER Metadata SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 720.064334539606, 0.27204319604802113, 0.01700269975300132, 44.48273881325751, 49.98366013071895, 50.0, 46.16943897931199,
1, 285.6975676135397, 1.0450756931450926, 0.06531723082156829, 31.74417417928219, 49.98366013071895, 50.0, 43.03097379140727,
2, 285.6975676135397, 1.0450756931450926, 0.06531723082156829, 31.74417417928219, 49.98366013071895, 50.0, 43.03097379140727,
3, 285.6975676135397, 1.0450756931450926, 0.06531723082156829, 31.74417417928219, 49.98366013071895, 50.0, 43.03097379140727,
4, 285.6975676135397, 1.0450756931450926, 0.06531723082156829, 31.74417417928219, 49.98366013071895, 50.0, 43.03097379140727,
5, 300.32187984925736, 8.172023941476391, 0.5107514963422745, 66.7381955220572, 49.9904671115348, 50.0, 58.197564276048716,
6, 161.678615916955, 5.102283737024221, 0.3188927335640138, 29.940484429065744, 49.98411387176717, 50.0, 34.63336535382645,
7, 44.04582651391162, 3.351882160392799, 0.20949263502454993, 88.09165302782324, 50.0, 50.0, 49.999071063632144,
8, 161.678615916955, 5.102283737024221, 0.3188927335640138, 29.940484429065744, 49.98411387176717, 50.0, 34.63336535382645,
9, 161.678615916955, 5.102283737024221, 0.3188927335640138, 29.940484429065744, 49.98411387176717, 50.0, 34.63336535382645,
10, 234.42671742516006, 25.51583318913307, 1.5947395743208168, 43.41235507873334, 50.0, 49.9904671115348, 50.92976045473,
11, 108.44715624319024, 16.066245369361518, 1.0041403355850949, 18.074526040531705, 49.98570203031169, 49.98366013071895, 21.066480411454695,
12, 47.48557295960428, 13.507007419620775, 0.8441879637262985, 47.48557295960428, 50.0, 50.0, 50.0,
13, 108.44715624319024, 16.066245369361518, 1.0041403355850949, 18.074526040531705, 49.98570203031169, 49.98366013071895, 21.066480411454695,
14, 108.44715624319024, 16.066245369361518, 1.0041403355850949, 18.074526040531705, 49.98570203031169, 49.98366013071895, 21.066480411454695,
15, 14.50499470015739, 6.315099733401857, 0.39469373333761604, 2.4174991166928983, 50.0, 49.981467165111674, 5.304266115391844,
16, 4.501260118392519, 3.8410753010282828, 0.24006720631426767, 0.7502100197320865, 50.0, 49.981100720127735, 1.470278548865703,
17, 36.75602916432978, 36.75602916432978, 2.2972518227706114, 18.37801458216489, 50.0, 50.0, 49.951219512195124,
18, 4.501260118392519, 3.8410753010282828, 0.24006720631426767, 0.7502100197320865, 50.0, 49.981100720127735, 1.470278548865703,
19, 4.501260118392519, 3.8410753010282828, 0.24006720631426767, 0.7502100197320865, 50.0, 49.981100720127735, 1.470278548865703,
20, 0.6685164028072467, 41.78227517545292, 2.6113921984658073, 0.3264240248082259, 50.0, 49.9904671115348, 50.0,
