LayerID, Sparsity Representation, Original Filter Storage, New Storage (Filter+Metadata), Filter Metadata Storage, Avg FILTER Metadata SRAM BW, 
0, ellpack_block, 147456, 80640.0, 6912.0, 1.9936544563022787,
1, ellpack_block, 75264, 41160.0, 3528.0, 0.6104862432946877,
2, ellpack_block, 75264, 41440.0, 3552.0, 1.2294911734164071,
3, ellpack_block, 2359296, 1290240.0, 110592.0, 0.7618207869502921,
4, ellpack_block, 2359296, 1290240.0, 110592.0, 0.40031998957500026,
