LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 58921, 56610, 1.4969196042158144, 33.9111328125, 15.638297872340425,
1, 5779, 0, 15.580117667416507, 14.335937500000002, 6.385638297872339,
2, 1147115, 1144226, 0.0784903867528539, 27.634277343750004, 12.858156028368795,
3, 361169, 347298, 1.9536560446771456, 46.35009765625, 20.851063829787233,
4, 3045594, 3035191, 0.23167894341793424, 62.434895833333336, 27.801418439716315,
