LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 129.0, 2121.0, 2646016, 1.0, 1862.0, 36864, 255.0, 2247.0, 75264, -1506.0, -1.0, 75300, -984.0, -1.0, 49200, 2311.0, 3816.0, 75264,
1, 129.0, 5557.0, 6615040, 97.0, 5330.0, 37632, 255.0, 5675.0, 230496, -502.0, -1.0, 25100, -820.0, -1.0, 41000, 5779.0, 10388.0, 230496,
2, 129.0, 2715.0, 3307520, 1.0, 2440.0, 37888, 255.0, 2825.0, 62720, -5018.0, -1.0, 250900, -1516.0, -1.0, 75800, 2889.0, 4143.0, 62720,
3, 129.0, 13681.0, 15876096, 1.0, 13422.0, 294912, 255.0, 13871.0, 602112, -1506.0, -1.0, 75300, -5899.0, -1.0, 294950, 13871.0, 25913.0, 602112,
4, 129.0, 10277.0, 11907072, 1.0, 9954.0, 294912, 255.0, 10403.0, 451584, -6022.0, -1.0, 301100, -5899.0, -1.0, 294950, 10403.0, 19434.0, 451584,
