LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 9.0, 2778.0, 84500, 1.0, 2102.0, 150, 15.0, 2789.0, 16224, -11.0, 383.0, 18150, -4.0, -1.0, 200, 102.0, 2797.0, 16224,
1, 9.0, 2899.0, 54000, 1.0, 2858.0, 2400, 15.0, 2907.0, 10944, -11.0, 2747.0, 126500, -11.0, 659.0, 30800, 104.0, 2910.0, 10944,
