LWS,Array Size,Sparsity Ratio,Compute Cycles
lws_4x4,4x4,1:4,1675319
lws_4x4,4x4,2:4,3350639
lws_4x4,4x4,3:4,5025959
lws_4x4,4x4,4:4,6628439
lws_8x8,8x8,1:8,219383
lws_8x8,8x8,2:8,438767
lws_8x8,8x8,3:8,658151
lws_8x8,8x8,4:8,840971
lws_8x8,8x8,5:8,1060355
lws_8x8,8x8,6:8,1279739
lws_8x8,8x8,7:8,1462559
lws_8x8,8x8,8:8,1681943
lws_16x16,16x16,1:16,36851
lws_16x16,16x16,2:16,55277
lws_16x16,16x16,3:16,92129
lws_16x16,16x16,4:16,110555
lws_16x16,16x16,5:16,147407
lws_16x16,16x16,6:16,165833
lws_16x16,16x16,7:16,202685
lws_16x16,16x16,8:16,221111
lws_16x16,16x16,9:16,239537
lws_16x16,16x16,10:16,276389
lws_16x16,16x16,11:16,294815
lws_16x16,16x16,12:16,331667
lws_16x16,16x16,13:16,350093
lws_16x16,16x16,14:16,368519
lws_16x16,16x16,15:16,405371
lws_16x16,16x16,16:16,423797
lws_32x32,32x32,1:32,9356
lws_32x32,32x32,2:32,9356
lws_32x32,32x32,3:32,18713
lws_32x32,32x32,4:32,18713
lws_32x32,32x32,5:32,18713
lws_32x32,32x32,6:32,28070
lws_32x32,32x32,7:32,28070
lws_32x32,32x32,8:32,28070
lws_32x32,32x32,9:32,37427
lws_32x32,32x32,10:32,37427
lws_32x32,32x32,11:32,46784
lws_32x32,32x32,12:32,46784
lws_32x32,32x32,13:32,46784
lws_32x32,32x32,14:32,56141
lws_32x32,32x32,15:32,56141
lws_32x32,32x32,16:32,56141
lws_32x32,32x32,17:32,65498
lws_32x32,32x32,18:32,65498
lws_32x32,32x32,19:32,65498
lws_32x32,32x32,20:32,74855
lws_32x32,32x32,21:32,74855
lws_32x32,32x32,22:32,74855
lws_32x32,32x32,23:32,84212
lws_32x32,32x32,24:32,84212
lws_32x32,32x32,25:32,84212
lws_32x32,32x32,26:32,93569
lws_32x32,32x32,27:32,93569
lws_32x32,32x32,28:32,93569
lws_32x32,32x32,29:32,102926
lws_32x32,32x32,30:32,102926
lws_32x32,32x32,31:32,102926
lws_32x32,32x32,32:32,112283
