LWS,Array Size,Sparsity Ratio,Compute Cycles
lws_4x4,4x4,1:4,243903
lws_4x4,4x4,2:4,484511
lws_4x4,4x4,3:4,728415
lws_4x4,4x4,4:4,969023
lws_8x8,8x8,1:8,33135
lws_8x8,8x8,2:8,64527
lws_8x8,8x8,3:8,97663
lws_8x8,8x8,4:8,129055
lws_8x8,8x8,5:8,160447
lws_8x8,8x8,6:8,193583
lws_8x8,8x8,7:8,224975
lws_8x8,8x8,8:8,256367
lws_16x16,16x16,1:16,4839
lws_16x16,16x16,2:16,9679
lws_16x16,16x16,3:16,13551
lws_16x16,16x16,4:16,18391
lws_16x16,16x16,5:16,23231
lws_16x16,16x16,6:16,27103
lws_16x16,16x16,7:16,31943
lws_16x16,16x16,8:16,35815
lws_16x16,16x16,9:16,40655
lws_16x16,16x16,10:16,45495
lws_16x16,16x16,11:16,49367
lws_16x16,16x16,12:16,54207
lws_16x16,16x16,13:16,58079
lws_16x16,16x16,14:16,62919
lws_16x16,16x16,15:16,66791
lws_16x16,16x16,16:16,71631
lws_32x32,32x32,1:32,1159
lws_32x32,32x32,2:32,1739
lws_32x32,32x32,3:32,2319
lws_32x32,32x32,4:32,2899
lws_32x32,32x32,5:32,3479
lws_32x32,32x32,6:32,4059
lws_32x32,32x32,7:32,5219
lws_32x32,32x32,8:32,5799
lws_32x32,32x32,9:32,6379
lws_32x32,32x32,10:32,6959
lws_32x32,32x32,11:32,7539
lws_32x32,32x32,12:32,8119
lws_32x32,32x32,13:32,9279
lws_32x32,32x32,14:32,9859
lws_32x32,32x32,15:32,10439
lws_32x32,32x32,16:32,11019
lws_32x32,32x32,17:32,11599
lws_32x32,32x32,18:32,12179
lws_32x32,32x32,19:32,12759
lws_32x32,32x32,20:32,13919
lws_32x32,32x32,21:32,14499
lws_32x32,32x32,22:32,15079
lws_32x32,32x32,23:32,15659
lws_32x32,32x32,24:32,16239
lws_32x32,32x32,25:32,16819
lws_32x32,32x32,26:32,17399
lws_32x32,32x32,27:32,18559
lws_32x32,32x32,28:32,19139
lws_32x32,32x32,29:32,19719
lws_32x32,32x32,30:32,20299
lws_32x32,32x32,31:32,20879
lws_32x32,32x32,32:32,21459
