LWS,Array Size,Sparsity Ratio,Compute Cycles
lws_4x4,4x4,0:4,15187967
lws_8x8,8x8,0:8,4018175
lws_16x16,16x16,0:16,1115135
lws_32x32,32x32,0:32,334079
