LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg FILTER Metadata SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 1004.3746494671901, 0.569185161445397, 0.03557407259033731, 62.04631039179553, 50.0, 50.0, 50.0,
1, 381.9913577439163, 2.095974528087332, 0.13099840800545826, 56.59131225835797, 50.0, 50.0, 49.999732083054255,
2, 381.9913577439163, 2.095974528087332, 0.13099840800545826, 56.59131225835797, 50.0, 50.0, 49.999732083054255,
3, 381.9913577439163, 2.095974528087332, 0.13099840800545826, 56.59131225835797, 50.0, 50.0, 49.999732083054255,
4, 381.9913577439163, 2.095974528087332, 0.13099840800545826, 56.59131225835797, 50.0, 50.0, 49.999732083054255,
5, 290.5322753592108, 11.858460218743298, 0.7411537636714561, 86.08363714346987, 50.0, 50.0, 49.994768962510896,
6, 315.49709655638077, 14.934773801485482, 0.9334233625928426, 81.79554355165429, 50.0, 50.0, 49.9996698035331,
7, 44.04582651391162, 5.027823240589198, 0.3142389525368249, 88.09165302782324, 50.0, 50.0, 49.999071063632144,
8, 315.49709655638077, 14.934773801485482, 0.9334233625928426, 81.79554355165429, 50.0, 50.0, 49.9996698035331,
9, 315.49709655638077, 14.934773801485482, 0.9334233625928426, 81.79554355165429, 50.0, 50.0, 49.9996698035331,
10, 167.43937708565076, 27.337041156840936, 1.7085650723025585, 43.410208874057595, 50.0, 50.0, 49.99743772241993,
11, 135.17050315746587, 30.037889590547973, 1.8773680994092483, 35.04420452230597, 50.0, 50.0, 49.9996124782019,
12, 47.48557295960428, 20.260511129431162, 1.2662819455894476, 47.48557295960428, 50.0, 50.0, 50.0,
13, 135.17050315746587, 30.037889590547973, 1.8773680994092483, 35.04420452230597, 50.0, 50.0, 49.9996124782019,
14, 135.17050315746587, 30.037889590547973, 1.8773680994092483, 35.04420452230597, 50.0, 50.0, 49.9996124782019,
15, 56.13225605966443, 36.65779987569919, 2.2911124922311994, 14.552807126579657, 50.0, 50.0, 49.99743772241993,
16, 31.450346945740005, 40.25644409054715, 2.516027755659197, 7.862586736434991, 50.0, 50.0, 50.0,
17, 18.37286234931315, 27.55929352396972, 1.7224558452481076, 18.37286234931315, 50.0, 50.0, 49.98932112890923,
18, 31.450346945740005, 40.25644409054715, 2.516027755659197, 7.862586736434991, 50.0, 50.0, 50.0,
19, 31.450346945740005, 40.25644409054715, 2.516027755659197, 7.862586736434991, 50.0, 50.0, 50.0,
20, 0.44565335654444543, 41.78000217604178, 2.6112501360026115, 0.32640626700032643, 50.0, 50.0, 50.0,
