LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 4623, 0, 50.8760545100584, 55.2734375, 20.851063829787233,
1, 8161, 0, 29.42041416493077, 16.50390625, 13.263727764887859,
2, 4663, 0, 51.49045678747587, 29.010009765625, 23.211523588553753,
3, 73983, 0, 67.82098590216671, 74.755859375, 27.801418439716407,
4, 73983, 0, 67.82098590216671, 75.4638671875, 27.801418439716407,
