LayerID, Sparsity Representation, Original Filter Storage, New Storage (Filter+Metadata), Filter Metadata Storage, Avg FILTER Metadata SRAM BW, 
0, ellpack_block, 73728, 40320.0, 3456.0, 0.9951050964583933,
1, ellpack_block, 75264, 41160.0, 3528.0, 0.4811127778535388,
2, ellpack_block, 75264, 41160.0, 3528.0, 0.6987522281639929,
3, ellpack_block, 589824, 322560.0, 27648.0, 0.9948544492821417,
4, ellpack_block, 589824, 322560.0, 27648.0, 0.19933813509830642,
