LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 6935, 0, 25.436193222782986, 75.0, 20.851063829787233,
1, 5779, 0, 15.580117667416507, 45.9375, 12.771276595744679,
2, 5779, 0, 15.580117667416507, 45.9375, 12.771276595744679,
3, 83231, 0, 33.910442022804006, 100.0, 27.801418439716418,
4, 83231, 0, 33.910442022804006, 100.0, 27.801418439716418,
