LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg FILTER Metadata SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 0.004624278712753355, 0.0012864534764802568, 8.040334228001605e-05, 3.996698030308257, 49.990638619508424, 50.0, 4.143590552334177,
1, 0.008202326425179433, 0.005468217616786289, 0.00034176360104914305, 3.9863306426372045, 49.990648619112754, 50.0, 4.1397561052256036,
2, 0.008202326425179433, 0.005468217616786289, 0.00034176360104914305, 3.9863306426372045, 49.990648619112754, 50.0, 4.1397561052256036,
3, 0.008202326425179433, 0.005468217616786289, 0.00034176360104914305, 3.9863306426372045, 49.990648619112754, 50.0, 4.1397561052256036,
4, 0.008202326425179433, 0.005468217616786289, 0.00034176360104914305, 3.9863306426372045, 49.990648619112754, 50.0, 4.1397561052256036,
5, 0.0302267167748548, 0.020151144516569866, 0.0012594465322856166, 3.9496243252476937, 50.0, 50.0, 4.238193307551485,
6, 0.034985433808054, 0.023323622538702668, 0.0014577264086689167, 3.9416922090407507, 49.9905656400611, 50.0, 4.103952926529221,
7, 0.009400748204080695, 0.01880149640816139, 0.001175093525510087, 3.953014619815933, 50.0, 50.0, 9.36446179441732,
8, 0.034985433808054, 0.023323622538702668, 0.0014577264086689167, 3.9416922090407507, 49.9905656400611, 50.0, 4.103952926529221,
9, 0.034985433808054, 0.023323622538702668, 0.0014577264086689167, 3.9416922090407507, 49.9905656400611, 50.0, 4.103952926529221,
10, 0.11650491573588553, 0.07766994382392368, 0.00485437148899523, 3.8058272473722607, 50.0, 50.0, 4.084591393539699,
11, 0.1558442107473348, 0.1038961404982232, 0.00649350878113895, 3.740261057936035, 50.0, 49.99523219223801, 3.930749297752029,
12, 0.034042694658804266, 0.06808538931760853, 0.004255336832350533, 3.82980314911548, 50.0, 50.0, 8.251705674838385,
13, 0.1558442107473348, 0.1038961404982232, 0.00649350878113895, 3.740261057936035, 50.0, 49.99523219223801, 3.930749297752029,
14, 0.1558442107473348, 0.1038961404982232, 0.00649350878113895, 3.740261057936035, 50.0, 49.99523219223801, 3.930749297752029,
15, 0.4067798480442304, 0.27118656536282026, 0.016949160335176267, 3.322035425694548, 50.0, 49.99182717192906, 3.567459798246918,
16, 0.6857145514456812, 0.45714303429712083, 0.028571439643570052, 2.857143964357005, 50.0, 49.990730097519375, 3.075030185995783,
17, 0.10810846477929945, 0.2162169295585989, 0.01351355809741243, 3.4594708729375823, 50.0, 50.0, 6.471492933407394,
18, 0.6857145514456812, 0.45714303429712083, 0.028571439643570052, 2.857143964357005, 50.0, 49.990730097519375, 3.075030185995783,
19, 0.6857145514456812, 0.45714303429712083, 0.028571439643570052, 2.857143964357005, 50.0, 49.990730097519375, 3.075030185995783,
20, 0.7272768595276109, 1.4545537190552218, 0.09090960744095136, 0.36363842976380545, 50.0, 50.0, 50.0,
