LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 12.070726915520629, 5.912192774948879, 9.053045186640471, 49.98284341759122, 49.9904671115348, 9.57313660646146,
1, 21.70617753936667, 13.023706523620003, 39.88510122858626, 50.0, 50.0, 51.01726427622842,
2, 39.88510122858626, 13.023706523620003, 21.70617753936667, 49.9904671115348, 50.0, 49.99601434834595,
3, 2.462249799621598, 1.6079998691406356, 2.462249799621598, 49.981050608410825, 49.98097200596051, 2.465232157516229,
4, 2.462249799621598, 1.6079998691406356, 2.462249799621598, 49.981075936603006, 49.98097200596051, 2.483009463509918,
