LayerID, Sparsity Representation, Original Filter Storage, New Storage (Filter+Metadata), Filter Metadata Storage, Avg FILTER Metadata SRAM BW, 
0, ellpack_block, 147456, 80640.0, 6912.0, 0.9949618540377141,
1, ellpack_block, 75264, 41160.0, 3528.0, 0.4811127778535388,
2, ellpack_block, 75264, 41440.0, 3552.0, 0.9204457113241773,
3, ellpack_block, 2359296, 1290240.0, 110592.0, 0.9948276017163367,
4, ellpack_block, 2359296, 1290240.0, 110592.0, 0.9948276017163367,
