LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 45363, 31468, 15.554526817009457, 100.0, 43.65256124721601,
1, 7333, 0, 49.11359607254875, 96.71052631578947, 42.216621732505,
2, 18705, 11372, 19.254210104250202, 96.71052631578947, 42.216621732505,
3, 5529680, 5307345, 2.041637129092461, 100.0, 43.652561247216504,
4, 5529680, 5307345, 2.041637129092461, 100.0, 43.652561247216504,
